state,STATE,OCC_TITLE,A_MEAN
UT,Utah,Construction / Facilities,Floor Sanders and Finishers,25940
VT,Vermont,Construction / Facilities,Floor Sanders and Finishers,36760
VA,Virginia,Construction / Facilities,Floor Sanders and Finishers,36260
WA,Washington,Construction / Facilities,Floor Sanders and Finishers,43020
WI,Wisconsin,Construction / Facilities,Floor Sanders and Finishers,38180
AL,Alabama,Arts / Publishing,Floral Designers,24230
AK,Alaska,Arts / Publishing,Floral Designers,31040
AZ,Arizona,Arts / Publishing,Floral Designers,25050
AR,Arkansas,Arts / Publishing,Floral Designers,23330
CA,California,Arts / Publishing,Floral Designers,31210
CO,Colorado,Arts / Publishing,Floral Designers,26150
CT,Connecticut,Arts / Publishing,Floral Designers,31160
DE,Delaware,Arts / Publishing,Floral Designers,28020
DC,District of Columbia,Arts / Publishing,Floral Designers,30480
FL,Florida,Arts / Publishing,Floral Designers,26160
GA,Georgia,Arts / Publishing,Floral Designers,25330
HI,Hawaii,Arts / Publishing,Floral Designers,38300
ID,Idaho,Arts / Publishing,Floral Designers,25870
IL,Illinois,Arts / Publishing,Floral Designers,27780
IN,Indiana,Arts / Publishing,Floral Designers,23950
IA,Iowa,Arts / Publishing,Floral Designers,25840
KS,Kansas,Arts / Publishing,Floral Designers,24490
KY,Kentucky,Arts / Publishing,Floral Designers,23820
LA,Louisiana,Arts / Publishing,Floral Designers,23930
ME,Maine,Arts / Publishing,Floral Designers,25020
MD,Maryland,Arts / Publishing,Floral Designers,30530
MA,Massachusetts,Arts / Publishing,Floral Designers,30200
MI,Michigan,Arts / Publishing,Floral Designers,26020
MN,Minnesota,Arts / Publishing,Floral Designers,24730
MS,Mississippi,Arts / Publishing,Floral Designers,21970
MO,Missouri,Arts / Publishing,Floral Designers,24460
MT,Montana,Arts / Publishing,Floral Designers,22190
NE,Nebraska,Arts / Publishing,Floral Designers,24230
NV,Nevada,Arts / Publishing,Floral Designers,29740
NH,New Hampshire,Arts / Publishing,Floral Designers,26930
NJ,New Jersey,Arts / Publishing,Floral Designers,31620
NM,New Mexico,Arts / Publishing,Floral Designers,23820
NY,New York,Arts / Publishing,Floral Designers,28700
NC,North Carolina,Arts / Publishing,Floral Designers,24870
ND,North Dakota,Arts / Publishing,Floral Designers,19710
OH,Ohio,Arts / Publishing,Floral Designers,24930
OK,Oklahoma,Arts / Publishing,Floral Designers,24140
OR,Oregon,Arts / Publishing,Floral Designers,23890
PA,Pennsylvania,Arts / Publishing,Floral Designers,26600
RI,Rhode Island,Arts / Publishing,Floral Designers,31100
SC,South Carolina,Arts / Publishing,Floral Designers,23820
SD,South Dakota,Arts / Publishing,Floral Designers,24610
TN,Tennessee,Arts / Publishing,Floral Designers,24760
TX,Texas,Arts / Publishing,Floral Designers,24570
UT,Utah,Arts / Publishing,Floral Designers,24710
VT,Vermont,Arts / Publishing,Floral Designers,27050
VA,Virginia,Arts / Publishing,Floral Designers,25860
WA,Washington,Arts / Publishing,Floral Designers,28620
WV,West Virginia,Arts / Publishing,Floral Designers,19450
WI,Wisconsin,Arts / Publishing,Floral Designers,25000
WY,Wyoming,Arts / Publishing,Floral Designers,24110
PR,Puerto Rico,Arts / Publishing,Floral Designers,18060
AL,Alabama,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",26860
AZ,Arizona,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",30760
AR,Arkansas,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",23520
CA,California,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",27990
CO,Colorado,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",43320
CT,Connecticut,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",28190
FL,Florida,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",32050
GA,Georgia,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",26260
HI,Hawaii,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",32060
ID,Idaho,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",30550
IL,Illinois,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",28410
IN,Indiana,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",27400
IA,Iowa,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",32420
KS,Kansas,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",29210
KY,Kentucky,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",30440
LA,Louisiana,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",27140
ME,Maine,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",23920
MD,Maryland,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",26630
MA,Massachusetts,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",29230
MI,Michigan,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",32090
MN,Minnesota,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",35450
MS,Mississippi,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",25980
MO,Missouri,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",27110
NE,Nebraska,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",35230
NV,Nevada,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",35290
NH,New Hampshire,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",27280
NJ,New Jersey,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",27260
NM,New Mexico,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",23490
NY,New York,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",32450
NC,North Carolina,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",36760
ND,North Dakota,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",33130
OH,Ohio,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",25660
OK,Oklahoma,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",23120
OR,Oregon,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",29930
PA,Pennsylvania,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",29640
SC,South Carolina,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",32890
SD,South Dakota,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",25670
TN,Tennessee,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",33530
TX,Texas,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",23880
UT,Utah,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",31150
VT,Vermont,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",34610
VA,Virginia,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",24870
WA,Washington,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",32780
WV,West Virginia,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",28220
WI,Wisconsin,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",34910
PR,Puerto Rico,Restaurant / Food Service,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",20620
AL,Alabama,Restaurant / Food Services,Food Batchmakers,24780
AK,Alaska,Restaurant / Food Services,Food Batchmakers,23640
AZ,Arizona,Restaurant / Food Services,Food Batchmakers,26140
AR,Arkansas,Restaurant / Food Services,Food Batchmakers,24810
CA,California,Restaurant / Food Services,Food Batchmakers,27400
CO,Colorado,Restaurant / Food Services,Food Batchmakers,28920
CT,Connecticut,Restaurant / Food Services,Food Batchmakers,31280
DE,Delaware,Restaurant / Food Services,Food Batchmakers,22190
DC,District of Columbia,Restaurant / Food Services,Food Batchmakers,26160
FL,Florida,Restaurant / Food Services,Food Batchmakers,26160
GA,Georgia,Restaurant / Food Services,Food Batchmakers,28490
HI,Hawaii,Restaurant / Food Services,Food Batchmakers,24000
ID,Idaho,Restaurant / Food Services,Food Batchmakers,28660
IL,Illinois,Restaurant / Food Services,Food Batchmakers,31670
IN,Indiana,Restaurant / Food Services,Food Batchmakers,27750
IA,Iowa,Restaurant / Food Services,Food Batchmakers,32840
KS,Kansas,Restaurant / Food Services,Food Batchmakers,28970
KY,Kentucky,Restaurant / Food Services,Food Batchmakers,29990
LA,Louisiana,Restaurant / Food Services,Food Batchmakers,24080
ME,Maine,Restaurant / Food Services,Food Batchmakers,29440
MD,Maryland,Restaurant / Food Services,Food Batchmakers,34380
MA,Massachusetts,Restaurant / Food Services,Food Batchmakers,27630
MI,Michigan,Restaurant / Food Services,Food Batchmakers,31110
MN,Minnesota,Restaurant / Food Services,Food Batchmakers,32300
MS,Mississippi,Restaurant / Food Services,Food Batchmakers,26170
MO,Missouri,Restaurant / Food Services,Food Batchmakers,31710
MT,Montana,Restaurant / Food Services,Food Batchmakers,24740
NE,Nebraska,Restaurant / Food Services,Food Batchmakers,27810
NV,Nevada,Restaurant / Food Services,Food Batchmakers,27640
NH,New Hampshire,Restaurant / Food Services,Food Batchmakers,23810
NJ,New Jersey,Restaurant / Food Services,Food Batchmakers,29480
NM,New Mexico,Restaurant / Food Services,Food Batchmakers,23730
NY,New York,Restaurant / Food Services,Food Batchmakers,27010
NC,North Carolina,Restaurant / Food Services,Food Batchmakers,24330
ND,North Dakota,Restaurant / Food Services,Food Batchmakers,28490
OH,Ohio,Restaurant / Food Services,Food Batchmakers,29920
OK,Oklahoma,Restaurant / Food Services,Food Batchmakers,25630
OR,Oregon,Restaurant / Food Services,Food Batchmakers,28710
PA,Pennsylvania,Restaurant / Food Services,Food Batchmakers,32230
RI,Rhode Island,Restaurant / Food Services,Food Batchmakers,26560
SC,South Carolina,Restaurant / Food Services,Food Batchmakers,27130
SD,South Dakota,Restaurant / Food Services,Food Batchmakers,26770
TN,Tennessee,Restaurant / Food Services,Food Batchmakers,33780
TX,Texas,Restaurant / Food Services,Food Batchmakers,23750
UT,Utah,Restaurant / Food Services,Food Batchmakers,28560
VT,Vermont,Restaurant / Food Services,Food Batchmakers,33310
VA,Virginia,Restaurant / Food Services,Food Batchmakers,26160
WA,Washington,Restaurant / Food Services,Food Batchmakers,31180
WV,West Virginia,Restaurant / Food Services,Food Batchmakers,20700
WI,Wisconsin,Restaurant / Food Services,Food Batchmakers,31250
WY,Wyoming,Restaurant / Food Services,Food Batchmakers,25660
PR,Puerto Rico,Restaurant / Food Services,Food Batchmakers,17440
AL,Alabama,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,25120
AK,Alaska,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,29140
AZ,Arizona,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,26920
AR,Arkansas,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,28470
CA,California,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,29150
CO,Colorado,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,32080
CT,Connecticut,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,29800
FL,Florida,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,31010
GA,Georgia,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,36780
HI,Hawaii,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,23680
ID,Idaho,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,37380
IL,Illinois,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,26930
IN,Indiana,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,31400
IA,Iowa,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,32900
KS,Kansas,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,0
KY,Kentucky,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,31940
LA,Louisiana,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,22850
ME,Maine,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,28460
MD,Maryland,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,25600
MA,Massachusetts,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,35440
MI,Michigan,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,23230
MN,Minnesota,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,35320
MS,Mississippi,Restaurant / Food Service,Food Cooking Machine Operators and Tenders,0
